pairid,ident1,project1,file1,method1,ident2,project2,file2,method2,sim,sim_tok
272,130,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java,Caffeine.initialCapacity(int),18555,guava,repos/guava/guava/src/com/google/common/collect/MapMaker.java,MapMaker.initialCapacity(int),0.5471944648584587,1.0
273,14063,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/hierarchy/TypeHierarchy.java,TypeHierarchy.subtypesIncludeSupertypeOf(IType),36638,openjdk11,repos/openjdk11/src/jdk.javadoc/share/classes/com/sun/tools/javadoc/main/ClassDocImpl.java,ClassDocImpl.simpleTypeName(),0.31474647238715114,0.1496598639455783
274,214,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,"ConcurrentHashMapV7.putIfAbsent(K, V)",29052,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentSkipListMap.java,"ConcurrentSkipListMap.replace(K, V)",1.0000000000000002,0.4226804123711341
275,3651,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/analysis/differentiation/SparseGradient.java,SparseGradient.log10(),19386,guava,repos/guava/guava/src/com/google/common/math/BigIntegerMath.java,"BigIntegerMath.log10(BigInteger, RoundingMode)",0.23814626452821047,0.07999999999999996
276,4426,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/optim/linear/SimplexTableau.java,SimplexTableau.initializeColumnLabels(),8339,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/graph/ComputationGraph.java,ComputationGraph.setLabels(INDArray[]),0.19205713369811475,0.21875
277,12322,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/NullAnnotationMatching.java,"NullAnnotationMatching.moreDangerousType(TypeBinding, TypeBinding)",24771,openjdk11,repos/openjdk11/test/lib/jdk/test/lib/hprof/model/Root.java,Root.mostInteresting(Root),0.1953059355645702,0.1923076923076923
278,9472,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-ui-parent/deeplearning4j-ui-components/src/main/java/org/deeplearning4j/ui/api/Utils.java,Utils.colorToHex(Color),44316,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/html/CSS.java,CSS.stringToColor(String),0.17933278274982867,0.06756756756756754
279,3522,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fitting/HarmonicCurveFitter.java,HarmonicCurveFitter.ParameterGuesser.guess(),33619,openjdk11,repos/openjdk11/src/java.base/share/classes/com/sun/crypto/provider/DHParameterGenerator.java,DHParameterGenerator.engineGenerateParameters(),0.1834923326543056,0.07100591715976334
280,18827,guava,repos/guava/guava/src/com/google/common/collect/ImmutableMultiset.java,ImmutableMultiset.toImmutableMultiset(),28224,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/stream/Collectors.java,Collectors.joining(),0.18598941286257892,0.2978723404255319
281,804,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/ant/CheckstyleAntTask.java,CheckstyleAntTask.setClasspath(Path),59274,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/java/ClassDeclaration.java,"ClassDeclaration.setDefinition(ClassDefinition, int)",0.22060067900400987,0.2941176470588235
282,12594,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/java/FileFingerprint.java,"FileFingerprint.test(IPath, IProgressMonitor)",27190,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/nio/fs/PollingWatchService.java,"PollingWatchService.register(Path, WatchEvent.Kind<?>[], WatchEvent.Modifier[])",0.18442654862996744,0.3880597014925373
283,5653,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-parameter-server-parent/nd4j-parameter-server-node/src/main/java/org/nd4j/parameterserver/distributed/transport/BaseTransport.java,"BaseTransport.shardMessageHandler(DirectBuffer, int, int, Header)",49683,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/util/XMLStringBuffer.java,"XMLStringBuffer.append(char[], int, int)",0.16716486353875562,0.3307692307692308
284,11564,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Converter/src/junit/framework/Assert.java,"Assert.assertEquals(String, String, String)",24760,openjdk11,repos/openjdk11/test/lib/jdk/test/lib/Asserts.java,"Asserts.assertStringsEqual(String, String, String)",0.3062036200734764,0.11067193675889331
285,1212,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/CompositeMap.java,"CompositeMap.put(K, V)",47824,openjdk11,repos/openjdk11/src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/LongHashMap.java,"LongHashMap.put(long, Object)",0.6907335256244165,0.17142857142857137
286,15136,freemind,repos/freemind/pda/Node.java,Node.add(Node),46076,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/tree/DefaultMutableTreeNode.java,DefaultMutableTreeNode.add(MutableTreeNode),0.5676932362447572,0.43243243243243246
287,12875,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ModuleModifier.java,ModuleModifier.setKeyword(ModuleModifierKeyword),27981,openjdk11,repos/openjdk11/src/java.base/share/classes/jdk/internal/module/Builder.java,Builder.version(String),0.1858797830551419,0.4042553191489362
288,217,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,"ConcurrentHashMapV7.replace(K, V)",29052,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentSkipListMap.java,"ConcurrentSkipListMap.replace(K, V)",1.0000000000000002,0.4487179487179487
289,3660,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/analysis/integration/gauss/BaseRuleFactory.java,"BaseRuleFactory.addRule(Pair<T[], T[]>)",21019,openjdk11,repos/openjdk11/test/jdk/sun/util/calendar/zi/Zoneinfo.java,Zoneinfo.add(Rule),0.35583599007853617,0.3275862068965517
290,17481,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.clear(),29196,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.clear(),1.0,0.4421052631578948
291,1104,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/AbstractLinkedMap.java,AbstractLinkedMap.getEntry(int),2175,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java,StrBuilder.charAt(int),0.40580729496605794,0.19166666666666665
292,19220,guava,repos/guava/guava/src/com/google/common/collect/ImmutableMultimap.java,ImmutableMultimap.entries(),56018,openjdk11,repos/openjdk11/src/jdk.internal.vm.compiler/share/classes/org.graalvm.compiler.options/src/org/graalvm/compiler/options/ModifiableOptionValues.java,"ModifiableOptionValues.update(UnmodifiableEconomicMap<OptionKey<?>, Object>)",0.22207105125071314,0.10624999999999996
293,4946,deeplearning4j,repos/deeplearning4j/datavec/datavec-spark/src/main/java/org/datavec/spark/transform/Normalization.java,"Normalization.normalize(Schema, JavaRDD<List<Writable>>)",37915,openjdk11,repos/openjdk11/src/java.desktop/share/classes/sun/awt/util/PerformanceLogger.java,PerformanceLogger.outputLog(Writer),0.20185977778332634,0.1339285714285714
294,3855,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/stat/regression/SimpleRegression.java,SimpleRegression.clear(),40720,openjdk11,repos/openjdk11/src/java.desktop/share/classes/com/sun/java/swing/plaf/gtk/GTKColorChooserPanel.java,GTKColorChooserPanel.updateChooser(),0.19606157421546766,0.22580645161290325
295,12910,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ASTConverter.java,"ASTConverter.retrieveEllipsisStartPosition(int, int)",58079,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/jvm/CRTable.java,CRTable.SourceComputer.startPos(JCTree),0.2857766254758982,0.22857142857142854
296,17479,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.toArray(),29194,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.toArray(),1.0000000000000004,0.5164835164835164
297,5331,deeplearning4j,repos/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/records/reader/impl/transform/TransformProcessRecordReader.java,TransformProcessRecordReader.next(),52174,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xpath/internal/axes/OneStepIteratorForward.java,OneStepIteratorForward.getNextNode(),0.19010619581758617,0.43243243243243246
298,14190,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/JavaModelOperation.java,"JavaModelOperation.createFile(IContainer, String, InputStream, boolean)",59049,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/sjavac/Util.java,Util.set(String[]),0.39304363595971775,0.33333333333333337
299,5790,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/jita/constant/ProtectedCudaConstantHandler.java,ProtectedCudaConstantHandler.purgeConstants(),36869,openjdk11,repos/openjdk11/src/jdk.jconsole/share/classes/sun/tools/jconsole/inspector/XTree.java,XTree.removeAll(),0.21125546442817877,0.5
300,19317,guava,repos/guava/guava/src/com/google/common/cache/LongAdder.java,LongAdder.sumThenReset(),28724,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/atomic/DoubleAdder.java,DoubleAdder.sumThenReset(),0.9999999999999996,0.525
301,14808,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,DefaultListModel.clear(),29814,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/LinkedList.java,LinkedList.clear(),0.8253972625344386,0.265625
302,6476,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/imports/converters/DifferentialFunctionClassHolder.java,DifferentialFunctionClassHolder.missingOnnxOps(),12605,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/java/NdType.java,NdType.getMissingTypeNames(),0.17668907156865654,0.3529411764705882
303,13861,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/ClasspathEntry.java,ClasspathEntry.kindToString(int),36494,openjdk11,repos/openjdk11/src/jdk.javadoc/share/classes/jdk/javadoc/internal/doclets/formats/html/AnnotationTypeRequiredMemberWriterImpl.java,AnnotationTypeRequiredMemberWriterImpl.getTableSummary(),0.1909286087845817,0.2622950819672131
304,8994,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nlp-parent/deeplearning4j-nlp-japanese/src/main/java/com/atilika/kuromoji/util/DictionaryEntryLineParser.java,DictionaryEntryLineParser.unescape(String),22877,openjdk11,repos/openjdk11/test/jdk/sanity/client/lib/jemmy/src/org/netbeans/jemmy/operators/JTextComponentOperator.java,JTextComponentOperator.waitText(String),0.18137590998781777,0.24603174603174605
305,12112,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/ModuleBinding.java,ModuleBinding.getPackageNamesForClassFile(),47123,openjdk11,repos/openjdk11/src/java.desktop/unix/classes/sun/print/AttributeClass.java,AttributeClass.getArrayOfIntValues(),0.18728311820435584,0.3653846153846154
306,14011,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/MultiOperation.java,MultiOperation.getDestinationParent(IJavaElement),46019,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/tree/FixedHeightLayoutCache.java,FixedHeightLayoutCache.treeNodesInserted(TreeModelEvent),0.17453175131041593,0.09154929577464788
307,13986,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/BufferManager.java,BufferManager.getOpenBuffers(),31262,openjdk11,repos/openjdk11/src/java.base/share/classes/java/net/SocketPermission.java,SocketPermissionCollection.elements(),0.17695085236524594,0.3555555555555555
308,18243,guava,repos/guava/guava/src/com/google/common/reflect/ImmutableTypeToInstanceMap.java,ImmutableTypeToInstanceMap.of(),55504,openjdk11,repos/openjdk11/src/jdk.internal.vm.compiler/share/classes/jdk.internal.vm.compiler.collections/src/jdk/internal/vm/compiler/collections/Pair.java,Pair.empty(),0.22243559717482533,0.46153846153846156
309,15143,freemind,repos/freemind/pda/Node.java,Node.getPreviousSibling(),46097,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/tree/DefaultMutableTreeNode.java,DefaultMutableTreeNode.getPreviousSibling(),0.8445769516049573,0.25757575757575757
310,819,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PropertyCacheFile.java,PropertyCacheFile.load(),23467,openjdk11,repos/openjdk11/test/jdk/sanity/client/lib/jemmy/src/org/netbeans/jemmy/Timeouts.java,Timeouts.load(String),0.18848175749287419,0.21590909090909094
311,357,caffeine,repos/caffeine/jcache/src/main/java/com/github/benmanes/caffeine/jcache/Expirable.java,Expirable.hasExpired(long),46971,openjdk11,repos/openjdk11/src/java.desktop/unix/classes/sun/awt/X11/XScrollbarPeer.java,"XScrollbarPeer.notifyValue(XScrollbar, int, int, boolean)",0.2047981151947769,0.19444444444444442
312,5664,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-parameter-server-parent/nd4j-parameter-server-node/src/main/java/org/nd4j/parameterserver/distributed/v2/util/MeshOrganizer.java,"MeshOrganizer.addNode(String, int)",48508,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/utils/DOMBuilder.java,DOMBuilder.append(Node),0.20290733363416663,0.1512605042016807
313,6645,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/dataset/MultiDataSet.java,MultiDataSet.getMemoryFootprint(),18579,guava,repos/guava/guava/src/com/google/common/collect/ArrayListMultimap.java,ArrayListMultimap.trimToSize(),0.25134614976170677,0.2279411764705882
314,15320,guava,repos/guava/guava-testlib/src/com/google/common/collect/testing/features/FeatureUtil.java,FeatureUtil.buildDeclaredTesterRequirements(AnnotatedElement),53180,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/bcel/internal/classfile/JavaClass.java,JavaClass.getAnnotationEntries(),0.18325669569126676,0.36
315,11553,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Converter/src/junit/framework/TestResult.java,TestResult.endTest(Test),51450,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/compiler/ElementAvailableCall.java,ElementAvailableCall.getResult(),0.17922511161450813,0.41666666666666663
316,2356,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/CharEncoding.java,CharEncoding.isSupported(String),33190,openjdk11,repos/openjdk11/src/java.base/share/classes/java/nio/charset/Charset.java,Charset.isSupported(String),0.43786812467252323,0.2571428571428571
317,1351,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/trie/AbstractPatriciaTrie.java,AbstractPatriciaTrie.ceilingEntry(K),29055,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentSkipListMap.java,ConcurrentSkipListMap.ceilingEntry(K),0.7343417919154944,0.0628019323671497
318,19317,guava,repos/guava/guava/src/com/google/common/cache/LongAdder.java,LongAdder.sumThenReset(),28650,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/atomic/LongAdder.java,LongAdder.sumThenReset(),0.9999999999999996,0.5125
319,686,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java,AbstractExpressionHandler.checkModifiers(),55300,openjdk11,repos/openjdk11/src/jdk.internal.vm.compiler/share/classes/org.graalvm.compiler.debug/src/org/graalvm/compiler/debug/LogStream.java,LogStream.adjustIndentation(int),0.17460944126973535,0.2567567567567568
320,9881,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/generatedfile/ClasspathUtil.java,"ClasspathUtil.removeFromProjectClasspath(IJavaProject, IFolder, IProgressMonitor)",25610,openjdk11,repos/openjdk11/src/jdk.jartool/share/classes/sun/tools/jar/SignatureFile.java,SignatureFile.add(String),0.17616353403966023,0.17721518987341767
321,701,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/regexp/DetectorOptions.java,DetectorOptions.getPattern(),30321,openjdk11,repos/openjdk11/src/java.base/share/classes/java/text/ChoiceFormat.java,ChoiceFormat.toPattern(),0.17574338818309151,0.11419753086419748
322,201,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/SingleConsumerQueue.java,SingleConsumerQueue.findLast(Node<E>),49020,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/dtm/ref/sax2dtm/SAX2DTM2.java,SAX2DTM2.TypedPrecedingSiblingIterator.getLast(),0.3478195305710048,0.19999999999999996
323,5492,deeplearning4j,repos/deeplearning4j/datavec/datavec-data/datavec-data-image/src/main/java/org/datavec/image/recordreader/BaseImageRecordReader.java,BaseImageRecordReader.accumulateLabel(String),23129,openjdk11,repos/openjdk11/test/jdk/sanity/client/lib/jemmy/src/org/netbeans/jemmy/operators/JTreeOperator.java,JTreeOperator.selectPath(TreePath),0.21504131505628282,0.22429906542056077
